inertia,acc_coef_1,acc_coef_2,swarm_size,num_iters,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
0.5,1.55,2.55,150,50,rastrigin,3,0.0,0.00158035,0.000642776,0.198606,0.861556
0.5,1.7,2.55,150,50,rastrigin,3,0.0,0.00827459,0.00219059,0.318592,1.07033
0.5,0.65,2.5,150,50,rastrigin,3,0.0,5.24616e-05,0.0,0.377149,1.16114
0.5,0.8,2.5,150,50,rastrigin,3,0.0,4.42982e-06,0.0,0.282726,1.08068
0.5,0.55,2.45,150,50,rastrigin,3,0.0,0.00261689,0.0,0.430277,0.970591
0.5,0.6,2.45,150,50,rastrigin,3,0.0,0.0649753,0.0,0.439087,0.982216
0.5,0.65,2.45,150,50,rastrigin,3,0.0,7.76291e-06,0.0,0.366625,1.10626
0.5,0.7,2.45,150,50,rastrigin,3,0.0,3.00455e-05,0.0,0.374852,0.972451
0.5,0.8,2.45,150,50,rastrigin,3,0.0,4.60625e-06,0.0,0.290337,1.06745
0.5,0.65,2.4,150,50,rastrigin,3,0.0,0.0103871,0.0,0.422205,1.15403
0.5,0.85,2.4,150,50,rastrigin,3,0.0,1.0972e-05,0.0,0.33613,1.09097
0.5,2.15,2.4,150,50,rastrigin,3,1.90735e-06,0.0761128,0.0432386,0.432112,1.05263
0.5,0.65,2.35,150,50,rastrigin,3,0.0,0.000888052,0.0,0.421411,1.11044
0.5,0.7,2.35,150,50,rastrigin,3,0.0,0.000188708,0.0,0.427885,0.96699
0.5,0.75,2.35,150,50,rastrigin,3,0.0,2.63786e-05,0.0,0.362754,1.02639
0.5,0.85,2.35,150,50,rastrigin,3,0.0,2.52247e-06,0.0,0.271344,1.09868
0.5,1.05,2.35,150,50,rastrigin,3,0.0,8.6689e-06,0.0,0.238378,0.807973
0.5,1.3,2.35,150,50,rastrigin,3,0.0,2.92969e-05,7.62939e-06,0.195654,0.987428
0.5,0.7,2.3,150,50,rastrigin,3,0.0,1.31369e-05,0.0,0.404365,0.970859
0.5,1.9,2.3,150,50,rastrigin,3,0.0,0.00239007,0.000799179,0.250672,1.13527
0.5,0.7,2.25,150,50,rastrigin,3,0.0,8.21733e-05,0.0,0.41258,0.983254
0.5,0.75,2.25,150,50,rastrigin,3,0.0,0.000169463,0.0,0.408246,1.03689
0.5,0.8,2.25,150,50,rastrigin,3,0.0,3.85761e-05,0.0,0.382168,1.05912
0.5,0.85,2.25,150,50,rastrigin,3,0.0,1.43051e-06,0.0,0.301017,1.07729
0.5,1.0,2.25,150,50,rastrigin,3,0.0,9.00269e-06,0.0,0.316361,0.832658
0.5,1.1,2.25,150,50,rastrigin,3,0.0,6.07491e-06,0.0,0.205109,1.09345
0.5,0.75,2.2,150,50,rastrigin,3,0.0,0.0375951,0.0,0.479635,1.05817
0.5,0.9,2.2,150,50,rastrigin,3,0.0,1.45435e-06,0.0,0.316168,0.810424
