selection,limit,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
tournament 3,125,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.533865
tournament 3,160,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.343720
tournament 3,145,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.405135
tournament 3,105,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.393235
tournament 3,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.790465
tournament 3,155,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.801605
tournament 3,165,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,44.207685
tournament 3,175,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.428835
tournament 3,170,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.659165
tournament 3,190,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.413540
tournament 3,180,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.013455
tournament 3,185,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.457865
tournament 3,200,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.333640
tournament 5,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.450715
tournament 5,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.670785
tournament 5,25,600,300,rastrigin,9,0.000683,0.004564,0.006248,0.003112,43.140485
tournament 3,195,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.390230
tournament 5,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.284295
tournament 5,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000001,44.794715
tournament 5,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.405580
tournament 5,30,600,300,rastrigin,9,0.000008,0.000056,0.000072,0.000125,56.147560
tournament 5,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.308470
tournament 5,35,600,300,rastrigin,9,0.000000,0.000002,0.000004,0.000004,59.129695
tournament 5,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.574585
tournament 5,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.282470
tournament 5,20,600,300,rastrigin,9,0.026196,0.161181,0.150766,0.252919,63.265815
tournament 5,15,600,300,rastrigin,9,0.437672,1.235214,1.479616,0.385099,64.791500
tournament 5,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.281145
tournament 5,10,600,300,rastrigin,9,1.848503,3.478629,3.935825,0.926684,67.901345
tournament 5,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,53.721840
tournament 5,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,59.033060
tournament 5,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,51.582800
tournament 5,5,600,300,rastrigin,9,4.874439,7.718563,8.041420,1.238433,70.029440
tournament 5,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,54.519900
tournament 5,105,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,43.829955
tournament 5,130,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,40.866475
tournament 5,140,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,40.789310
tournament 5,110,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.559505
tournament 5,115,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.819015
tournament 5,125,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.090695
tournament 5,120,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.681695
tournament 5,150,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.697380
tournament 5,155,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,40.663585
tournament 5,135,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.161245
tournament 5,160,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,40.348490
tournament 5,145,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.731235
tournament 5,170,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.596765
tournament 5,165,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.571840
tournament 5,180,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.626095
tournament 5,185,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.699300
tournament 5,190,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.672410
tournament 5,175,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.903660
tournament 5,195,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,35.104480
tournament 5,200,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,34.463745
