selection,limit,population_size,num_iterations,objective,dimensionality,best_value,average_value_top_80,median_value,stddev_value,average_time_ms
tournament 3,145,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.214735
tournament 3,150,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.734165
tournament 3,155,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.575950
tournament 3,160,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.673315
tournament 3,170,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.361510
tournament 3,165,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.842810
tournament 3,135,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.115530
tournament 3,140,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.439415
tournament 3,175,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.838415
tournament 3,200,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,37.692675
tournament 3,180,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,49.647455
tournament 3,185,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.594210
tournament 3,195,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.342450
tournament 3,190,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.919930
tournament 5,10,600,300,rastrigin,9,2.246208,3.168986,3.391373,0.722490,53.014035
tournament 5,80,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.006840
tournament 5,75,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.520240
tournament 5,90,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,46.300665
tournament 5,85,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,48.826020
tournament 5,20,600,300,rastrigin,9,0.017941,0.107313,0.117733,0.168447,60.320360
tournament 5,15,600,300,rastrigin,9,0.812054,1.341022,1.351894,0.395457,63.784120
tournament 5,50,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,55.481450
tournament 5,105,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.263905
tournament 5,100,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,47.094865
tournament 5,110,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.379275
tournament 5,95,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,50.997960
tournament 5,25,600,300,rastrigin,9,0.001354,0.004480,0.004541,0.003506,67.744295
tournament 5,40,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000001,64.650545
tournament 5,30,600,300,rastrigin,9,0.000023,0.000067,0.000076,0.000070,67.265295
tournament 5,115,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.527190
tournament 5,45,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,65.448545
tournament 5,120,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,44.557935
tournament 5,35,600,300,rastrigin,9,0.000000,0.000002,0.000004,0.000006,68.571290
tournament 5,125,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.177500
tournament 5,60,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,62.360390
tournament 5,55,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,64.088490
tournament 5,65,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,63.315620
tournament 5,70,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,63.708845
tournament 5,5,600,300,rastrigin,9,4.851955,8.243475,8.872963,1.601376,78.197620
tournament 5,130,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,45.152605
tournament 5,145,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.519935
tournament 5,140,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,39.784070
tournament 5,135,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,42.407405
tournament 5,150,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,41.003665
tournament 5,155,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,38.172700
tournament 5,170,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,33.435400
tournament 5,160,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,35.770285
tournament 5,175,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,33.769785
tournament 5,165,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,36.756390
tournament 5,180,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,34.078485
tournament 5,185,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,34.493295
tournament 5,190,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,33.140080
tournament 5,195,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,33.142155
tournament 5,200,600,300,rastrigin,9,0.000000,0.000000,0.000000,0.000000,33.429070
